Test.	0
O_K.	0
Let's see, I should be	0
As close to your mouth as you can get it.	0
Two. La  Is this channel one? Gee, O_K. Yes. O_K.	0
Up high - high as you can get.	0
Yeah, on your upper lip.	0
Channel one one one.	0
O_K, so for - for -	0
This is - chan-	0
For people wearing the wireless mikes, like - like this one, I find the easiest way to wear it is sorta this - this sorta like that. It's actually a lot more comfortable then if you try to put it over your temples, so -	0
channel channel	0
Channel five, channel five.	0
Yeah.	0
one one two three	0
Mm-hmm.	0
Test, test test.	0
What do you do, you do it higher? Mm-hmm.	0
Adam's just trying to generate good uh data for the recognizer there.	0
Yeah, I think we're supposed to - that's right.	0
Oh it was.	0
And then also, for - for all of them, if your boom is adjustable, the boom should be towards the corner of your mouth, and about a- uh a thumb to a thumb and a half distance away from your mouth, so about like I'm wearing it now.	0
Test test.	0
By the way, there was a bug. Yeah, i- it wasn't using the proper  basically it wasn't adapting anything.	0
Oh.  Oh that's interesting. So why didn't you get the same results and the unadapted?	0
It's not always possible.	0
so- so Jane, you could actually do even a little closer to your mouth, but -	0
Hmm?	0
I could - can this be adjuste- like this? Is that  @@ ? O_K, thank you.	0
Why didn't you get the same results and the unadapted?	0
Oh, because when it estimates the transformer pro- produces like a single matrix or something.	0
Yep.	0
Adam, I'm not - uh, looks kinda low on channel five - no? Maybe not. Hello? It's O_K? Is this O_K?	0
O- Oh oh I see. I see, I see.	0
O_K.	0
Channel five, s- speak again. Yeah, that's alright. I mean, we could - we could up the gain slightly if you wanted to.	0
Hello.	0
Basically there were no counts  @@	0
Yeah.  O_K.	0
I see what you mean.	0
Who's channel B_?	0
but -	0
Uh, channel B_ is probably Liz.	0
Uh channel B_ - I am channel B_. No, channel B_. Yeah, yeah.	0
Uh oh.	0
Channel eight, eight.	0
You wanna close this, or	0
No I- yeah, yeah, you're channel B_. So can you talk a bit? I thought it might be too  O_K.	0
Thank you.	0
Hello, hello.	0
O_K, yeah, channel B_, one two three four five.	0
Yeah, it's alright. So, the gain isn't real good.	0
We're recording, right? Yeah.	0
O_K, so we are recording.	0
O_K.	0
Ah.	0
Oh.	0
O_K.	0
Um everyone should have at least two forms possibly three in front of you depending on who you are.	0
Um we - we're doing a new speaker form and you only have to spea- fill out the speaker form once but everyone does need to do it.	0
And so that's the name, sex, email, et cetera.	0
Mm-hmm.	0
We - we had a lot of discussion about the variety of English and so on so	0
if you don't know what to put just leave it blank.	0
Um	0
I - I designed the form and I don't know what to put for my own region,  so	0
Mmm.	0
California.	0
I think -	0
California.	0
California.	0
Um may I make one suggestion? Instead of age put date of - uh year of birth because age will change, but	0
Sure.	0
Oh.	0
The year of birth changes, you know, stays the same, usually.	0
Although on -	0
A- actually, wait a minute, shouldn't it be the other way around?	0
Birth year?	0
Not for me.	0
Yeah.	0
course on the other - on the other hand you could -	0
On the other side, yeah.	0
you view it as the age at the time of the -	0
Well the thing is, if ten years from now you look at this form knowing that -	0
Yes, but what we care about is the age at - at the recording date rather than the -	0
But there's no other date on the form.	0
O- yeah.	0
W- we don't care how they - old they really are.	0
Well - well I don't know.	0
Yes.  Unless we wanna send them a card.	0
Well I guess it depends on how long the corpus is gonna be collected for.	0
Anyway.	0
Yeah, that's true.	0
I still don't see the problem.	0
Either way	0
yeah I think - I think age is alright and then	0
O_K.	0
um there will be attached to this a point or two these forms	0
Mm-hmm.	0
uh so that you'll be able to extract the date off that	0
so, anyway.	0
And so then you also have a digits form	0
which needs to be filled out every time, the speaker form only once, the digit form every time even if you don't read the digits you have to fill out the digits form so that we know that you were at the meeting.	0
O_K? And then also if you haven't filled one out already you do have to fill out a consent form.	0
And that should just be one person whose name I don't know.	0
O_K?	0
Do you want this  Adam?	0
Uh sure.	0
Thank you.	0
So uh	0
O_K so	0
should we do agenda items?	0
Uh oh that's a good idea.	0
I shouldn't run the meeting.	0
Uh well I have - I wanna talk about new microphones and wireless stuff.	1
Mmm.	0
And I'm sure	1
Liz and Andreas wanna talk about recognition results.	1
Anything else?	0
I guess - what time do we have to leave?	0
Three thirty?	0
Yeah.	0
Why don't you go first then.	0
Yeah, so.	0
Yeah, good idea.	0
O_K.	0
Um	0
Well, I - I sent out an email	0
s- couple hours ago so	0
um	1
with Andreas' help um Andreas put together a sort of no frills recognizer which is uh	1
gender-dependent but like no adaptation, [MASK]	1
and that's trained on [MASK] which is telephone conversations.	1
Um	0
and thanks to Don's help wh- who - Don took	1
the first meeting that Jane had transcribed	1
and um  you know separated - used the individual channels we segmented it in- into the segments that Jane had used	1
and uh Don sampled that so -	0
so eight K_	0
um and then we ran up to I guess the first twenty minutes, up to [MASK] of one two zero zero  so is that - that's twenty minutes or so?	0
Um yeah because I guess there's some, and Don can talk to Jane about this, there's some bug in [MASK] that	0
Or so.	0
ah uh I'm - we're not sure where it came from but stuff after that was a little messier.	0
Anyway so it's twenty minutes and I actually um	1
Hmm.	0
I -	0
was that - did that - did that recording have the glitch in the middle?	0
I'm puzzled by that.	0
I - oh - oh, I see. Oh there was a glitch somewhere.	0
There's - there's a -	0
yeah, so that actually um	0
Was it twenty minutes in, I thought -	0
I forgot about that.	0
if it was twenty minutes in then I don't know	0
Well it was interesting, suddenly -	1
Well, I mean, they - but I was able to can- transcribe	0
I don't remember when it is.	0
the - the overall error rate when we first ran it was like eighty percent	1
but i- looking at - the first sentences looked much better than that	1
and then suddenly it turned very bad and then we noticed that the	1
reference was always one off with the -  it was actually recognized so	1
Yeah, that might be - that might be - that might be my fault. I'm not -	0
Oh no.	0
Wel-	0
Wow.	0
Oh so that was just a parsing	0
O_K.	0
No actually it was -	0
mismatch.	0
yeah i- it was a complicated bug because they were sometimes one off and then sometimes totally random so	1
Oh.	0
yeah, I was pretty certain that it worked up until that time, so	1
That's not good.	0
um	0
Yeah so that's what we have but that - that will be completely gone if [MASK]	1
O_K.	0
Alright.	0
Yeah.	0
The -	0
So - so we have everything recognized but we scored only the first uh whatever, up to that time to	1
And the only glitch -	0
the glitch	0
yeah.	0
yeah.	0
So you guys know.	0
Yeah.	0
S-	0
Th- the	0
The - the -	0
sorry I haven't seen the email, what was the score?	0
So here's the  actual   copy of the email um	0
well -	0
wait we should say something about the glitch. He - he can say something about the glitch. Cuz it's - it's - it's - h- it's - it's very small - very small.	0
yeah.	0
oh O_K so does this glitch occur at other -	0
There -	1
there - there's [MASK] that occurs where um the channels get slightly asynchronized	1
Yep.	0
Oh.	0
Mmm.	0
Right.	0
so the - that - that problem has gone away in the original driver	1
believe it or not when [MASK] ran the driver paused for a fraction of a second	1
Hmm.	0
Hmm.	0
and so [MASK] and so if you listen to it in the middle there's a little part where it starts doing - doing click sounds.	0
And is it only once that that happens?	0
So -	0
But	0
yeah it - right once in the middle.	0
O_K.	0
There's - the previous page has some more information about sort of what was wrong but	0
so -	0
so un- unsurprisingly Adam is the golden voice, you see this here?	0
Um	0
S-	0
O_K so that's actually	0
and it -	0
But that shouldn't affect anything	0
yeah yeah "bah"	0
It - y- it's - O_K no -	0
Oh, and -	0
What happens is it actually affects the script that Don - I mean if we know about it then I guess it could always be checked for it but they	0
Huh.	0
Well the acoustic one shouldn't do anything.	0
I agree. I agree.	0
Yeah, I don't know exactly what affected it but I'll - I'll talk to you about it, I'll show you the point.	0
I - I have -	0
But	0
Yeah. It - it had no effect on my transcription, you know, I mean I - I had no trouble hearing it and - and having [MASK] but	0
Yeah.	0
Yeah.	0
I - I do remember -	0
Mmm.	0
I do remember seeing once the transcriber produce an incorrect X_M_L file where one of [MASK] was incorrect.	1
there was a -	0
Oh.	0
That's what happened.	0
Well, the - [MASK] have more significant digits than they should, right? There's things that are l- in smaller increments than a frame.	1
Yeah.	0
Oh.	0
There was -	0
Where - where they weren't monotonic.	0
yeah, I mean -	0
Yeah.	0
Oh, interesting.	0
Oh O_K so that's	0
And so then, I mean you look at that and it's got you know more than three significant digits in a synch time then that can't be right so	0
Hmm.	0
Oh. Yeah.	0
yeah sounds like a bug.	0
Mmm.	0
anyway it's - it's just - that's why we only have twenty minutes but there's a significant	0
Non-zero?	0
amount of -	0
Um there are like more -	0
The other one I saw was that it	0
cuz there's a lot of zeros I tacked on just because of the way the script ran, I mean but there were- there was a point.	0
yeah.	0
Yeah that was fine. That - that was O_K.	0
The other one I saw was non- [MASK] and that definitely indicra- indicates a bug.	0
O_K.	0
Uh.	0
Well that would really be a problem, yeah. So anyway these are just the ones that are [MASK]	1
Yeah.	0
for one meeting.	1
Hmm.	0
um and what's -	0
So that's very encouraging.	0
which - this is really encouraging cuz this is free recognition, there's no	1
Yeah.	0
Cool.	0
Mmm.	0
I mean [MASK] is totally different so you can see some like	0
Trent Lott.	0
this Trent Lott which um I mean these are sort of funny ones, there's a lot of perfect ones and good ones and all the references, I mean you can read them and	0
It'll get those though.	0
when we get more results you can look through and see but	0
I	0
Mm-hmm.	0
and as I said I would like to look at the lattices because it sounded like even the ones it got wrong it sort of got it right?	0
um it's pretty good.	0
Well so I guess we can generate	0
Sounds likes?	0
Mm-hmm.	0
There are a fair number of errors that are, you know where - got the plural S_ wrong or [MASK] wrong.	1
um	0
Yeah, and who cares? And - and there were lots of - of course the "uh uh"-s, "in on"-s	0
Mmm, so if -	0
there's -	0
No those are actually	0
"of uh"-s.	0
Yeah.	0
a lot of the errors I think are out of vocabulary, so is it like [MASK] is three words, it'	1
Mm-hmm.	0
